GH20_control	RS_GCF_040616545.1|NZ_CP156688.1	62.760	529	0.0	722
GH20_control	RS_GCF_040616545.1|NZ_CP156688.1	34.244	549	2.02e-84	290
GH20_control	RS_GCF_040616545.1|NZ_CP156688.1	32.332	566	1.78e-80	278
GH20_control	RS_GCF_040616545.1|NZ_CP156688.1	29.204	565	9.25e-63	226
GH20_control	RS_GCF_040616545.1|NZ_CP156688.1	32.957	443	8.80e-55	203
GH20_control	RS_GCF_040616545.1|NZ_CP156688.1	26.061	495	3.46e-52	195
GH20_control	RS_GCF_040616545.1|NZ_CP156688.1	26.778	478	1.52e-49	187
GH20_control	RS_GCF_040616545.1|NZ_CP156688.1	26.483	472	8.91e-42	164
GH20_control	RS_GCF_040616545.1|NZ_CP156688.1	29.552	335	4.16e-28	123
GH20_control	RS_GCF_040616545.1|NZ_CP156688.1	31.298	262	1.24e-26	118
GH20_control	RS_GCF_040616545.1|NZ_CP156688.1	24.945	453	5.21e-17	88.6
GH20_control	RS_GCF_000020225.1|NC_010655.1	62.088	546	0.0	722
GH20_control	RS_GCF_000020225.1|NC_010655.1	51.648	546	4.87e-179	563
GH20_control	RS_GCF_000020225.1|NC_010655.1	33.333	546	6.48e-84	288
GH20_control	RS_GCF_000020225.1|NC_010655.1	32.308	455	5.45e-55	203
GH20_control	RS_GCF_000020225.1|NC_010655.1	26.957	460	1.18e-52	197
GH20_control	RS_GCF_000020225.1|NC_010655.1	26.797	459	1.03e-49	188
GH20_control	RS_GCF_000020225.1|NC_010655.1	26.477	491	5.16e-42	165
GH20_control	RS_GCF_000020225.1|NC_010655.1	31.679	262	2.85e-28	123
GH20_control	RS_GCF_000020225.1|NC_010655.1	28.614	332	1.08e-27	122
GH20_control	RS_GCF_000020225.1|NC_010655.1	26.685	356	2.31e-27	120
GH20_control	RS_GCF_000020225.1|NC_010655.1	21.854	453	1.25e-11	71.2
GH20_control	GB_GCA_905200945.1|CAJKMG010000002.1	61.142	543	0.0	717
GH20_control	RS_GCF_036417355.1|NZ_CP143889.1	62.825	538	0.0	715
GH20_control	RS_GCF_036417355.1|NZ_CP143889.1	51.730	549	0.0	583
GH20_control	RS_GCF_036417355.1|NZ_CP143889.1	37.759	482	2.72e-86	295
GH20_control	RS_GCF_036417355.1|NZ_CP143889.1	33.638	547	8.90e-80	276
GH20_control	RS_GCF_036417355.1|NZ_CP143889.1	32.468	462	5.38e-67	239
GH20_control	RS_GCF_036417355.1|NZ_CP143889.1	29.078	564	8.63e-57	209
GH20_control	RS_GCF_036417355.1|NZ_CP143889.1	28.540	452	1.34e-52	196
GH20_control	RS_GCF_036417355.1|NZ_CP143889.1	25.714	490	1.67e-51	193
GH20_control	RS_GCF_036417355.1|NZ_CP143889.1	24.949	493	5.50e-40	159
GH20_control	RS_GCF_036417355.1|NZ_CP143889.1	25.144	521	6.83e-32	134
GH20_control	RS_GCF_036417355.1|NZ_CP143889.1	30.267	337	2.91e-30	129
GH20_control	RS_GCF_036417355.1|NZ_CP143889.1	32.824	262	4.51e-28	123
GH20_control	RS_GCF_036417355.1|NZ_CP143889.1	22.917	384	8.85e-13	74.7
GH20_control	GB_GCA_947624785.1|CANQLV010000009.1	61.326	543	0.0	712
GH20_control	RS_GCF_002884975.1|NZ_PJKB01000001.1	61.754	536	0.0	709
GH20_control	RS_GCF_002884975.1|NZ_PJKB01000001.1	31.944	432	4.69e-55	204
GH20_control	RS_GCF_002884975.1|NZ_PJKB01000001.1	28.657	335	1.38e-27	121
GH20_control	RS_GCF_002884975.1|NZ_PJKB01000001.1	31.298	262	3.34e-26	117
GH20_control	RS_GCF_002884975.1|NZ_PJKB01000001.1	26.012	346	1.47e-17	90.1
GH20_control	EHM035336|EHA02357_bin.3^_101	58.779	524	0.0	664
GH20_control	EHM034661|EHA02355_bin.12^_57	58.779	524	0.0	664
GH20_control	EHM034581|EHA02328_bin.11^_83	58.779	524	0.0	664
GH20_control	EHM058880|EHA04256_bin.2^_38	59.542	524	0.0	664
GH20_control	EHM058880|EHA04256_bin.2^_38	32.000	450	9.06e-56	206
GH20_control	EHM058433|EHA04262_bin.1^_141	59.160	524	0.0	663
GH20_control	EHM059270|EHA04258_bin.7^_9	59.160	524	0.0	663
GH20_control	EHM058731|EHA04264_bin.4^_36	59.160	524	0.0	663
GH20_control	EHM034886|EHA02326_bin.15^_28	59.351	524	0.0	662
GH20_control	EHM059645|EHA04398_bin.34^_51	59.351	524	0.0	660
GH20_control	EHM059156|EHA04275_bin.14^_32	58.779	524	0.0	658
GH20_control	EHM062382|EHA04410_bin.57^_9	59.160	524	0.0	658
GH20_control	EHM059873|EHA04409_bin.14^_15	59.160	524	0.0	658
GH20_control	EHM059778|EHA04396_bin.14^_24	59.160	524	0.0	658
GH20_control	EHM059655|EHA04404_bin.10^_8	59.160	524	0.0	658
GH20_control	EHM058986|EHA04257_bin.26^_39	59.160	524	0.0	658
GH20_control	EHM047851|EHA03354_bin.16^_79	59.160	524	0.0	658
GH20_control	EHM035309|EHA02336_bin.3^_55	59.160	524	0.0	658
GH20_control	EHM035138|EHA02348_bin.11^_7	59.160	524	0.0	658
GH20_control	EHM034790|EHA02333_bin.19^_5	59.160	524	0.0	658
GH20_control	EHM059424|EHA04301_bin.21^_33	59.160	524	0.0	657
GH20_control	EHM058620|EHA04270_bin.2^_80	58.588	524	0.0	656
GH20_control	EHM034857|EHA02329_bin.13^_18	58.588	524	0.0	656
GH20_control	EHM058666|EHA04288_bin.17^_338	64.218	422	0.0	594
GH20_control	GB_GCA_947624785.1|CANQLV010000002.1	52.564	546	0.0	590
GH20_control	GB_GCA_947624785.1|CANQLV010000002.1	28.107	338	2.56e-31	132
GH20_control	UHM969.23061_R.bin.5|k141_253263	53.532	538	0.0	584
GH20_control	UHM969.23061_R.bin.5|k141_253263	30.453	243	4.25e-23	107
GH20_control	GB_GCA_905200945.1|CAJKMG010000001.1	52.844	545	0.0	582
GH20_control	UHM1080.23066_R.bin.78|k141_202902	53.160	538	0.0	581
GH20_control	UHM245.23042_R.bin.54|k141_179859	53.160	538	0.0	580
GH20_control	UHM245.23042_R.bin.54|k141_179859	25.219	456	7.16e-30	128
GH20_control	UHM245.23042_R.bin.54|k141_179859	30.864	243	1.17e-23	109
GH20_control	UHM1110.41099_R.bin.126|k141_88894	52.182	550	0.0	579
GH20_control	UHM1110.23068_R.bin.209|k141_175722	52.182	550	0.0	579
GH20_control	EHM047773|EHA03362_bin.15^_25	52.974	538	0.0	578
